,STATE,CONSTITUENCY,NAME,PARTY,SYMBOL,CRIMINAL CASES,CATEGORY,EDUCATION,ASSETS,LIABILITIES,WINNER,AGE,GENERAL VOTES,POSTAL VOTES,TOTAL VOTES,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,TOTAL ELECTORS,GENDER
0,Telangana,ADILABAD,SOYAM BAPU RAO,BJP,Lotus,52,ST,12th Pass,3099414,231450,1.0,52.0,376892.0,482.0,377374.0,25.33068419,35.4682479,1489790.0,MALE
1,Telangana,ADILABAD,Godam Nagesh,TRS,Car,0,ST,Post Graduate,18477888,847000,0.0,54.0,318665.0,149.0,318814.0,21.39992885,29.96436953,1489790.0,MALE
2,Telangana,ADILABAD,RATHOD RAMESH,INC,Hand,3,ST,12th Pass,36491000,15300000,0.0,52.0,314057.0,181.0,314238.0,21.09277146,29.53428505,1489790.0,MALE
4,Uttar Pradesh,AGRA,Satyapal Singh Baghel,BJP,Lotus,5,SC,Doctorate,74274036,8606522,1.0,58.0,644459.0,2416.0,646875.0,33.38382301,56.46461464,1937690.0,MALE
5,Uttar Pradesh,AGRA,Manoj Kumar Soni,BSP,Elephant,0,SC,Post Graduate,133784385,22251891,0.0,47.0,434199.0,1130.0,435329.0,22.46639039,37.99912537,1937690.0,MALE
6,Uttar Pradesh,AGRA,Preeta Harit,INC,Hand,0,SC,Post Graduate,55075753,0,0.0,54.0,44877.0,272.0,45149.0,2.330042473,3.940979148,1937690.0,FEMALE
7,Maharashtra,AHMADNAGAR,Dr. SUJAY RADHAKRISHNA VIKHEPATIL,BJP,Lotus,0,GENERAL,Doctorate,168664576,2623964,1.0,37.0,696961.0,7699.0,704660.0,37.85653348,58.42515898,1861396.0,MALE
8,Maharashtra,AHMADNAGAR,SANGRAM ARUNKAKA JAGTAP,NCP,Clock,1,GENERAL,Graduate,94488381,32549132,0.0,34.0,419364.0,3822.0,423186.0,22.73487211,35.08743129,1861396.0,MALE
9,Maharashtra,AHMADNAGAR,SUDHAKAR LAXMAN AVHAD,VBA,Cup & Saucer,0,GENERAL,Graduate,13949000,1400000,0.0,62.0,31644.0,163.0,31807.0,1.708771266,2.637199546,1861396.0,MALE
10,Gujarat,AHMEDABAD EAST,Patel Hasmukhbhai Somabhai,BJP,Lotus,0,GENERAL,Others,74699690,6252577,1.0,58.0,745810.0,4024.0,749834.0,41.3849704,67.00546171,1811851.0,MALE
11,Gujarat,AHMEDABAD EAST,Gitaben Patel,INC,Hand,6,GENERAL,10th Pass,40375418,3121888,0.0,38.0,312883.0,2621.0,315504.0,17.41335242,28.19356176,1811851.0,FEMALE
12,Gujarat,AHMEDABAD WEST,DR. KIRIT P. SOLANKI,BJP,Lotus,0,SC,Post Graduate,89474039,0,1.0,69.0,638241.0,3381.0,641622.0,39.04432316,64.21145018,1643317.0,MALE
13,Gujarat,AHMEDABAD WEST,RAJU PARMAR,INC,Hand,0,SC,Graduate,262997727,18943977,0.0,68.0,317797.0,2279.0,320076.0,19.47743497,32.03216867,1643317.0,MALE
15,Gujarat,AHMEDABAD WEST,TRIBHOVANDAS KARSANDAS VAGHELA,BSP,Elephant,0,SC,8th Pass,5354000,0,0.0,66.0,9909.0,119.0,10028.0,0.610229189,1.003569738,1643317.0,MALE
16,Rajasthan,AJMER,Bhagirath Chaudhary,BJP,Lotus,0,GENERAL,12th Pass,85101774,8319942,1.0,64.0,811091.0,3985.0,815076.0,43.4395362,64.52234957,1876346.0,MALE
17,Rajasthan,AJMER,Riju Jhunjhunwala,INC,Hand,0,GENERAL,Graduate,853998231,306012685,0.0,40.0,397420.0,1232.0,398652.0,21.24618807,31.55774885,1876346.0,MALE
18,Rajasthan,AJMER,Durga Lal Regar,BSP,Elephant,0,SC,Post Graduate,41740458,890000,0.0,60.0,13547.0,71.0,13618.0,0.725772326,1.078016475,1876346.0,MALE
19,Rajasthan,AJMER,Vishram Babu,APoI,Coat,0,SC,Post Graduate,25792244,268705,0.0,60.0,13036.0,5.0,13041.0,0.695021068,1.032340494,1876346.0,MALE
20,Uttar Pradesh,AKBARPUR,Devendra Singh 'Bhole',BJP,Lotus,0,GENERAL,10th Pass,28546617,559965,1.0,64.0,577603.0,3679.0,581282.0,32.91292046,56.62023333,1766121.0,MALE
21,Uttar Pradesh,AKBARPUR,Nisha Sachan,BSP,Elephant,0,GENERAL,Post Graduate,134448979,13619617,0.0,46.0,304553.0,1587.0,306140.0,17.33403317,29.81980903,1766121.0,FEMALE
22,Uttar Pradesh,AKBARPUR,Rajaram Pal,INC,Hand,1,GENERAL,Graduate Professional,19097262,8600000,0.0,58.0,107592.0,749.0,108341.0,6.134404155,10.55304086,1766121.0,MALE
23,Maharashtra,AKOLA,Dhotre Sanjay Shamrao,BJP,Lotus,1,GENERAL,Graduate Professional,77153230,14985774,1.0,60.0,552898.0,1546.0,554444.0,29.72620712,49.49575293,1865169.0,MALE
24,Maharashtra,AKOLA,Ambedkar (Adv) Prakash Yashwant,VBA,Cup & Saucer,0,GENERAL,Graduate Professional,58722916,0,0.0,64.0,278241.0,607.0,278848.0,14.95028064,24.89303106,1865169.0,MALE
25,Maharashtra,AKOLA,Hidayatullah Barakatullah Patel,INC,Hand,1,GENERAL,10th Pass,14947292,483635,0.0,60.0,254094.0,276.0,254370.0,13.63790627,22.70785629,1865169.0,MALE
26,Kerala,ALAPPUZHA,Adv. A M ARIFF,CPI(M),"Hammer, Sickle and Star",2,GENERAL,Graduate Professional,15268906,2220700,1.0,54.0,443003.0,2967.0,445970.0,32.87164969,40.91047525,1356701.0,MALE
27,Kerala,ALAPPUZHA,Adv. SHANIMOL OSMAN,INC,Hand,0,GENERAL,Post Graduate,18665943,825000,0.0,52.0,433790.0,1706.0,435496.0,32.09962991,39.94965655,1356701.0,FEMALE
28,Kerala,ALAPPUZHA,Dr. K. S. RADHAKRISHNAN,BJP,Lotus,1,GENERAL,Doctorate,16484722,0,0.0,64.0,186278.0,1451.0,187729.0,13.83716825,17.22107453,1356701.0,MALE
29,Kerala,ALATHUR,RAMYA HARIDAS,INC,Hand,3,SC,10th Pass,1152816,0,1.0,32.0,532493.0,1322.0,533815.0,42.13905339,52.36684011,1266794.0,FEMALE
30,Kerala,ALATHUR,DR. P.K.BIJU,CPI(M),"Hammer, Sickle and Star",0,SC,Doctorate,4083003,519379,0.0,44.0,373696.0,1151.0,374847.0,29.59020962,36.77220182,1266794.0,MALE
31,Kerala,ALATHUR,T.V.BABU,BDJS,Pot,4,SC,10th Pass,1261055,685000,0.0,61.0,89575.0,262.0,89837.0,7.091681836,8.812940466,1266794.0,MALE
32,Uttar Pradesh,ALIGARH,SATISH KUMAR GAUTAM,BJP,Lotus,0,GENERAL,10th Pass,109522559,28095176,1.0,46.0,651805.0,4410.0,656215.0,34.77322936,56.37828085,1887127.0,MALE
33,Uttar Pradesh,ALIGARH,DR. AJEET BALIYAN,BSP,Elephant,0,GENERAL,Doctorate,281852783,0,0.0,51.0,424890.0,2064.0,426954.0,22.62455044,36.68147257,1887127.0,MALE
34,Uttar Pradesh,ALIGARH,BIJENDRA SINGH CHAUDHARY,INC,Hand,4,GENERAL,Graduate,12863000,4273034,0.0,62.0,50346.0,534.0,50880.0,2.696161944,4.371321792,1887127.0,MALE
35,West Bengal,ALIPURDUARS,JOHN BARLA,BJP,Lotus,9,ST,8th Pass,1418730,0,1.0,43.0,747788.0,3016.0,750804.0,45.54790968,54.35976298,1648383.0,MALE
36,West Bengal,ALIPURDUARS,DASRATH TIRKEY,AITC,Flowers and Grass,0,ST,Graduate,9039609,581713,0.0,52.0,505885.0,930.0,506815.0,30.74619187,36.69445458,1648383.0,MALE
37,West Bengal,ALIPURDUARS,MILI ORAON,RSP,Spade & Stoker,0,ST,Post Graduate,2804955,304672,0.0,42.0,53859.0,151.0,54010.0,3.276544347,3.910435745,1648383.0,FEMALE
38,West Bengal,ALIPURDUARS,MOHANLAL BASUMATA,INC,Hand,0,ST,Graduate Professional,2320328,659760,0.0,44.0,27279.0,148.0,27427.0,1.66387302,1.985771545,1648383.0,MALE
40,Uttar Pradesh,ALLAHABAD,Rita Bahuguna Joshi,BJP,Lotus,6,GENERAL,Doctorate,26919330,1600000,1.0,69.0,493204.0,1250.0,494454.0,28.81164926,55.5845464,1716160.0,FEMALE
41,Uttar Pradesh,ALLAHABAD,Rajendra Singh Patel,SP,Bicycle,0,GENERAL,Graduate,292681002,0,0.0,63.0,309328.0,851.0,310179.0,18.07401408,34.86908593,1716160.0,MALE
42,Uttar Pradesh,ALLAHABAD,Yogesh Shukla,INC,Hand,1,GENERAL,12th Pass,4200199,0,0.0,49.0,31852.0,101.0,31953.0,1.861889334,3.592028805,1716160.0,MALE
43,Uttar Pradesh,ALLAHABAD,Girdhar Gopal Tripathi,CPI(M),Ears of Corn And Sickle,0,GENERAL,Post Graduate,31397972,308458,0.0,77.0,10397.0,6.0,10403.0,0.606178911,1.169463764,1716160.0,MALE
44,Uttarakhand,ALMORA,Ajay Tamta,BJP,Lotus,0,SC,12th Pass,9910448,55845,1.0,46.0,430455.0,14196.0,444651.0,33.23728069,63.53909006,1337808.0,MALE
45,Uttarakhand,ALMORA,Pradeep Tamta,INC,Hand,1,SC,Post Graduate,13293598,2500000,0.0,60.0,209836.0,1829.0,211665.0,15.82177712,30.24619645,1337808.0,MALE
47,Uttarakhand,ALMORA,Sunder Dhoni (Advocate),BSP,Elephant,0,SC,Post Graduate,2870000,1500000,0.0,41.0,10059.0,131.0,10190.0,0.761693756,1.456115758,1337808.0,MALE
48,Rajasthan,ALWAR,Balak Nath,BJP,Lotus,0,GENERAL,10th Pass,352929,0,1.0,35.0,750580.0,9621.0,760201.0,40.25371136,59.93021553,1888524.0,MALE
49,Rajasthan,ALWAR,Bhanwar Jitendra Singh,INC,Hand,2,GENERAL,Graduate,136542038,0,0.0,47.0,426794.0,3436.0,430230.0,22.78128316,33.91705171,1888524.0,MALE
50,Rajasthan,ALWAR,Imran Khan,BSP,Elephant,0,GENERAL,10th Pass,16328526,5844684,0.0,31.0,56399.0,250.0,56649.0,2.999644167,4.465906753,1888524.0,MALE
51,Andhra Pradesh,AMALAPURAM,CHINTA ANURADHA,YSRCP,Ceiling Fan,0,SC,Graduate,85993362,2431407,1.0,46.0,482003.0,3955.0,485958.0,33.29491982,39.33710441,1459556.0,FEMALE
52,Andhra Pradesh,AMALAPURAM,GANTI HARISH MADHUR (BALAYOGI),TDP,Bicycle,0,SC,Graduate Professional,73049918,1537488,0.0,28.0,443590.0,2573.0,446163.0,30.56840573,36.11579707,1459556.0,MALE
53,Andhra Pradesh,AMALAPURAM,D M R SEKHAR,JnP,Glass Tumbler,1,SC,Post Graduate,28930012,0,0.0,59.0,253740.0,1577.0,255317.0,17.49278548,20.66728295,1459556.0,MALE
55,Haryana,AMBALA,RATTAN LAL KATARIA,BJP,Lotus,0,SC,Post Graduate,54361499,188861,1.0,67.0,744438.0,2070.0,746508.0,40.27100233,56.64280587,1853711.0,MALE
56,Haryana,AMBALA,SELJA,INC,Hand,0,SC,Post Graduate,240508152,0,0.0,56.0,403678.0,485.0,404163.0,21.80291318,30.66668589,1853711.0,FEMALE
57,Haryana,AMBALA,NARESH KUMAR,BSP,Elephant,0,SC,10th Pass,38090737,73613,0.0,55.0,96205.0,91.0,96296.0,5.194768764,7.30665396,1853711.0,MALE
58,Haryana,AMBALA,RAM PAL,INLD,Spectacles,1,SC,10th Pass,4415779,0,0.0,61.0,19518.0,57.0,19575.0,1.05598985,1.485292756,1853711.0,MALE
59,Uttar Pradesh,AMBEDKAR NAGAR,Ritesh Pandey,BSP,Elephant,1,GENERAL,Graduate,307265103,24739098,1.0,38.0,563445.0,673.0,564118.0,31.59162146,51.7247608,1785657.0,MALE
60,Uttar Pradesh,AMBEDKAR NAGAR,Mukut Bihari,BJP,Lotus,0,GENERAL,Graduate Professional,24116406,12848,0.0,71.0,467287.0,951.0,468238.0,26.22216921,42.93339079,1785657.0,MALE
61,Uttar Pradesh,AMBEDKAR NAGAR,Rakesh,SBSP,Walking Stick,0,GENERAL,12th Pass,2137783,0,0.0,36.0,15164.0,3.0,15167.0,0.849379248,1.390683238,1785657.0,MALE
63,Uttar Pradesh,AMETHI,Smriti Irani,BJP,Lotus,0,GENERAL,12th Pass,111099609,0,1.0,43.0,467598.0,916.0,468514.0,26.87180781,49.68566932,1743515.0,FEMALE
64,Uttar Pradesh,AMETHI,Rahul Gandhi,INC,Hand,6,GENERAL,Post Graduate,158877063,7201904,0.0,48.0,412867.0,527.0,413394.0,23.71037817,43.8402216,1743515.0,MALE
65,Maharashtra,AMRAVATI,Navnit Ravi Rana,IND,Spanner,1,SC,10th Pass,124554656,70576979,1.0,33.0,507844.0,3103.0,510947.0,27.87352074,45.87203159,1833091.0,FEMALE
66,Maharashtra,AMRAVATI,Adsul Anandrao Vithoba,SHS,Bow and Arrow,2,SC,Graduate,44015877,8545894,0.0,71.0,470549.0,3447.0,473996.0,25.8577452,42.55462794,1833091.0,MALE
67,Maharashtra,AMRAVATI,Gunwant Deopare,VBA,Whistle,2,SC,Others,351944996,79139288,0.0,47.0,64585.0,550.0,65135.0,3.553287862,5.847719582,1833091.0,MALE
68,Maharashtra,AMRAVATI,Arun Motiramji Wankhade,BSP,Elephant,3,SC,12th Pass,338097138,6600000,0.0,56.0,12232.0,104.0,12336.0,0.672961681,1.107507005,1833091.0,MALE
69,Gujarat,AMRELI,Kachhadiya Naranbhai Bhikhabhai,BJP,Lotus,0,GENERAL,12th Pass,35900763,828961,1.0,64.0,527593.0,1442.0,529035.0,32.48700759,58.0436736,1628451.0,MALE
70,Gujarat,AMRELI,Paresh Dhanani,INC,Hand,0,GENERAL,Graduate,14342991,0,0.0,42.0,326781.0,823.0,327604.0,20.11752273,35.94344353,1628451.0,MALE
72,Gujarat,AMRELI,Chauhan Ravjibhai Mulabhai,BSP,Elephant,0,SC,Literate,133189,0,0.0,47.0,9664.0,27.0,9691.0,0.59510541,1.06325903,1628451.0,MALE
73,Punjab,AMRITSAR,GURJEET SINGH AUJLA,INC,Hand,0,GENERAL,12th Pass,34011739,9031565,1.0,46.0,444052.0,980.0,445032.0,29.51385228,51.71291057,1507875.0,MALE
74,Punjab,AMRITSAR,HARDEEP SINGH PURI,BJP,Lotus,0,GENERAL,Post Graduate,340505737,57940950,0.0,67.0,344049.0,1357.0,345406.0,22.90680594,40.13632635,1507875.0,MALE
75,Punjab,AMRITSAR,KULDIP SINGH DHALIWAL,AAP,Broom,0,GENERAL,10th Pass,14878922,2789687,0.0,58.0,19800.0,287.0,20087.0,1.3321396,2.334118074,1507875.0,MALE
76,Punjab,AMRITSAR,DASWINDER KAUR,CPI(M),Ears of Corn And Sickle,0,GENERAL,Graduate,661000,0,0.0,55.0,16278.0,57.0,16335.0,1.083312609,1.898134053,1507875.0,FEMALE
78,Uttar Pradesh,AMROHA,KUNWAR DANISH ALI,BSP,Elephant,0,GENERAL,Graduate,74920879,19579691,1.0,43.0,600744.0,338.0,601082.0,36.50809173,51.38533401,1646435.0,MALE
79,Uttar Pradesh,AMROHA,KANWAR SINGH TANWAR,BJP,Lotus,0,GENERAL,8th Pass,1821251171,10700504,0.0,58.0,536380.0,1454.0,537834.0,32.66657961,45.9783852,1646435.0,MALE
80,Uttar Pradesh,AMROHA,SACHIN CHOUDHARY,INC,Hand,0,GENERAL,12th Pass,27003125,12293421,0.0,35.0,12454.0,56.0,12510.0,0.759823497,1.069455629,1646435.0,MALE
81,Andhra Pradesh,ANAKAPALLI,Dr.Beesetti Venkata Satyavathi,YSRCP,Ceiling Fan,0,GENERAL,Graduate Professional,91526244,11139279,1.0,52.0,583210.0,3016.0,586226.0,38.5329471,47.25891124,1521363.0,FEMALE
82,Andhra Pradesh,ANAKAPALLI,ADARI ANAND KUMAR,TDP,Bicycle,0,GENERAL,10th Pass,410547212,205591400,0.0,43.0,495381.0,1653.0,497034.0,32.67030945,40.06865217,1521363.0,MALE
83,Andhra Pradesh,ANAKAPALLI,Chintala Partha Sarathi,JnP,Glass Tumbler,0,GENERAL,Post Graduate,335308506,110928567,0.0,56.0,82126.0,462.0,82588.0,5.428553212,6.657874201,1521363.0,MALE
85,Andhra Pradesh,ANAKAPALLI,Dr. Gandi Venkata Satyanarayana Rao (Dr Vikram),BJP,Lotus,0,GENERAL,Post Graduate,57688924,9497894,0.0,65.0,12888.0,388.0,13276.0,0.872638548,1.070251585,1521363.0,MALE
86,Gujarat,ANAND,PATEL MITESH RAMESHBHAI (BAKABHAI),BJP,Lotus,2,GENERAL,Others,77043053,7810840,1.0,54.0,631581.0,1516.0,633097.0,38.23349659,57.03144987,1655870.0,MALE
87,Gujarat,ANAND,BHARATBHAI MADHAVSINH SOLANKI,INC,Hand,0,GENERAL,Graduate Professional,54490955,1934855,0.0,65.0,434006.0,1373.0,435379.0,26.29306648,39.22036531,1655870.0,MALE
89,Punjab,ANANDPUR SAHIB,Manish Tewari,INC,Hand,0,GENERAL,Graduate Professional,154637860,0,1.0,53.0,426904.0,1141.0,428045.0,25.1957765,39.55965857,1698876.0,MALE
90,Punjab,ANANDPUR SAHIB,Professor Prem Singh Chandumajra,SAD,Scales,1,GENERAL,Post Graduate,126971695,0,0.0,69.0,379552.0,1609.0,381161.0,22.4360695,35.2266678,1698876.0,MALE
91,Punjab,ANANDPUR SAHIB,Sodhi Vikram Singh,BSP,Elephant,0,GENERAL,Graduate,1408265156,3400824,0.0,62.0,146077.0,364.0,146441.0,8.61987573,13.53398816,1698876.0,MALE
92,Punjab,ANANDPUR SAHIB,Narinder Singh Shergill,AAP,Broom,1,GENERAL,Post Graduate,255712677,23667368,0.0,51.0,52539.0,513.0,53052.0,3.122770585,4.903033574,1698876.0,MALE
94,Andhra Pradesh,ANANTAPUR,TALARI RANGAIAH,YSRCP,Ceiling Fan,2,GENERAL,Doctorate,11773091,1135547,1.0,48.0,690901.0,4307.0,695208.0,41.77531007,51.5689326,1664160.0,MALE
95,Andhra Pradesh,ANANTAPUR,J.C. PAVAN REDDY,TDP,Bicycle,0,GENERAL,Graduate,373887429,84550726,0.0,45.0,550597.0,3183.0,553780.0,33.27684838,41.07812841,1664160.0,MALE
96,Andhra Pradesh,ANANTAPUR,K.RAJIV REDDY,INC,Hand,0,GENERAL,Graduate Professional,7264263,1700000,0.0,29.0,29994.0,85.0,30079.0,1.807458417,2.231191131,1664160.0,MALE
97,Andhra Pradesh,ANANTAPUR,D.JAGADEESH,CPI(M),Ears of Corn And Sickle,9,GENERAL,8th Pass,25613277,2761973,0.0,58.0,20192.0,102.0,20294.0,1.219474089,1.505362306,1664160.0,MALE
99,Jammu & Kashmir,ANANTNAG,HASNAIN MASOODI,JKN,Plough,0,GENERAL,Post Graduate,87620672,0,1.0,65.0,40032.0,148.0,40180.0,2.874560285,32.02486749,1397779.0,MALE
100,Jammu & Kashmir,ANANTNAG,GHULAM AHMAD MIR,INC,Hand,0,GENERAL,Graduate,140146018,0,0.0,60.0,32879.0,625.0,33504.0,2.39694544,26.70386163,1397779.0,MALE
101,Jammu & Kashmir,ANANTNAG,MEHBOOBA MUFTI,JKPDP,Ink Pot & Pen,1,GENERAL,Graduate Professional,8903857,0,0.0,59.0,30223.0,301.0,30524.0,2.183750078,24.32869725,1397779.0,FEMALE
102,Jammu & Kashmir,ANANTNAG,SOFI YOUSUF,BJP,Lotus,1,GENERAL,Illiterate,11710000,0,0.0,53.0,9687.0,538.0,10225.0,0.731517643,8.149683179,1397779.0,MALE
103,Jammu & Kashmir,ANANTNAG,CH. ZAFFAR ALI,JPC,Apple,0,ST,8th Pass,23265829,202000,0.0,60.0,1629.0,17.0,1646.0,0.117758244,1.311919659,1397779.0,MALE
104,Jammu & Kashmir,ANANTNAG,GH. MOHD. WANI,IND,Table,0,GENERAL,12th Pass,31000,0,0.0,45.0,1365.0,4.0,1369.0,0.097941091,1.091140956,1397779.0,MALE
105,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,KULDEEP RAI SHARMA,INC,Hand,0,GENERAL,Graduate Professional,132233012,80450870,1.0,52.0,95249.0,59.0,95308.0,29.92674372,45.95415578,318471.0,MALE
106,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,VISHAL JOLLY,BJP,Lotus,1,GENERAL,Graduate Professional,85140573,4633914,0.0,46.0,93772.0,129.0,93901.0,29.48494525,45.27575001,318471.0,MALE
107,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PARITOSH KUMAR HALDAR,IND,Helicopter,0,GENERAL,Post Graduate,19916000,1311000,0.0,61.0,5339.0,2.0,5341.0,1.677075778,2.575241806,318471.0,MALE
108,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,SANJAY MESHACK,AAP,Broom,0,GENERAL,12th Pass,99887782,1791076,0.0,49.0,2837.0,2.0,2839.0,0.891446945,1.368865659,318471.0,MALE
109,Andaman & Nicobar Islands,ANDAMAN & NICOBAR ISLANDS,PRAKASH MINJ,BSP,Elephant,0,SC,Post Graduate,1250000,240000,0.0,43.0,2478.0,8.0,2486.0,0.780604827,1.198661511,318471.0,MALE
110,Uttar Pradesh,AONLA,DHARMENDRA KASHYAP,BJP,Lotus,0,GENERAL,10th Pass,21766502,3324300,1.0,50.0,536377.0,1298.0,537675.0,30.11164283,51.06600614,1785605.0,MALE
111,Uttar Pradesh,AONLA,RUCHIVIRA,BSP,Elephant,1,GENERAL,Graduate,241164456,2100000,0.0,57.0,423100.0,832.0,423932.0,23.74164499,40.26319638,1785605.0,FEMALE
112,Uttar Pradesh,AONLA,KUNWAR SARVARAJ SINGH,INC,Hand,0,GENERAL,Graduate Professional,41189445,0,0.0,64.0,62407.0,141.0,62548.0,3.502902378,5.940533877,1785605.0,MALE
113,Tamil Nadu,ARAKKONAM,S. JAGATHRAKSHAKAN,DMK,Rising Sun,2,GENERAL,10th Pass,1146984897,166365972,1.0,71.0,666688.0,5502.0,672190.0,44.81218867,56.97916102,1500016.0,MALE
114,Tamil Nadu,ARAKKONAM,A.K. MOORTHY,PMK,Mango,6,GENERAL,Post Graduate,46023417,7710578,0.0,55.0,341527.0,1707.0,343234.0,22.88202259,29.0947282,1500016.0,MALE
115,Tamil Nadu,ARAKKONAM,N.G. PARTHIBAN,IND,Gift Pack,0,GENERAL,8th Pass,133000,0,0.0,43.0,66595.0,231.0,66826.0,4.455019146,5.664602886,1500016.0,MALE
116,Tamil Nadu,ARAKKONAM,Y.R. PAVENDHAN,NTK,Ganna Kisan,0,GENERAL,Post Graduate,3520000,0,0.0,40.0,29065.0,282.0,29347.0,1.956445798,2.487641051,1500016.0,MALE
117,Tamil Nadu,ARAKKONAM,"RAJENDRAN, N.",MNM,Battery Torch,0,GENERAL,Post Graduate,10961100,0,0.0,61.0,23598.0,173.0,23771.0,1.58471643,2.014983318,1500016.0,MALE
119,West Bengal,ARAMBAGH,APARUPA PODDAR (AFRIN ALI),AITC,Flowers and Grass,1,SC,Post Graduate,12527597,4244000,1.0,33.0,649613.0,316.0,649929.0,36.82889015,44.13893194,1764726.0,FEMALE
120,West Bengal,ARAMBAGH,TAPAN KUMAR RAY,BJP,Lotus,1,SC,Post Graduate,2014593,1875000,0.0,55.0,647755.0,1032.0,648787.0,36.76417756,44.06137476,1764726.0,MALE
121,West Bengal,ARAMBAGH,SAKTI MOHAN MALIK,CPI(M),"Hammer, Sickle and Star",2,SC,Post Graduate,10448352,17324,0.0,59.0,100373.0,147.0,100520.0,5.696068398,6.826661741,1764726.0,MALE
122,West Bengal,ARAMBAGH,JYOTI KUMARI DAS,INC,Hand,0,SC,Graduate,12069004,2996520,0.0,41.0,25094.0,34.0,25128.0,1.423903767,1.706529608,1764726.0,FEMALE
124,Tamil Nadu,ARANI,VISHNU PRASAD M K,INC,Hand,1,GENERAL,Graduate Professional,234564815,33409505,1.0,46.0,613390.0,4370.0,617760.0,42.62912742,53.9567497,1449150.0,MALE
125,Tamil Nadu,ARANI,ELUMALAI V,AIADMK,Two Leaves,0,GENERAL,Graduate Professional,111158268,1884554,0.0,63.0,385294.0,1660.0,386954.0,26.70213573,33.79755912,1449150.0,MALE
126,Tamil Nadu,ARANI,SENTHAMIZHAN G,IND,Gift Pack,0,GENERAL,Post Graduate,22006894,11328495,0.0,55.0,46326.0,57.0,46383.0,3.200703861,4.051210699,1449150.0,MALE
127,Tamil Nadu,ARANI,TAMIZHARASI A,NTK,Ganna Kisan,0,GENERAL,Post Graduate,2934243,0,0.0,37.0,32151.0,258.0,32409.0,2.23641445,2.830685543,1449150.0,FEMALE
129,Tamil Nadu,ARANI,SHAJI V,MNM,Battery Torch,0,GENERAL,8th Pass,44642380,20565404,0.0,41.0,14680.0,96.0,14776.0,1.019632198,1.290573902,1449150.0,MALE
130,Bihar,ARARIA,PRADEEP KUMAR SINGH,BJP,Lotus,3,GENERAL,10th Pass,5010577,1159200,1.0,52.0,618004.0,430.0,618434.0,34.25394045,52.86931039,1805439.0,MALE
131,Bihar,ARARIA,SARFARAZ ALAM,RJD,Hurricane Lamp,6,GENERAL,Graduate,76618366,8566199,0.0,50.0,481120.0,73.0,481193.0,26.65240975,41.13671317,1805439.0,MALE
133,Bihar,ARRAH,R. K. Singh,BJP,Lotus,1,GENERAL,Graduate Professional,79971720,0,1.0,66.0,560106.0,6374.0,566480.0,27.11269948,52.33245632,2089353.0,MALE
134,Bihar,ARRAH,Raju Yadav,CPI(ML)(L),Flag with Three Stars,1,GENERAL,Post Graduate,682315,0,0.0,36.0,418266.0,929.0,419195.0,20.06338804,38.7259992,2089353.0,MALE
136,Bihar,ARRAH,Shiv das Singh,IND,Football,0,GENERAL,12th Pass,3196572,0,0.0,81.0,13768.0,5.0,13773.0,0.659199283,1.272374878,2089353.0,MALE
137,Bihar,ARRAH,Raj Giri Bhagat,SSD,Saw,0,GENERAL,12th Pass,4437819,0,0.0,70.0,12592.0,6.0,12598.0,0.602961778,1.163826233,2089353.0,MALE
138,Andhra Pradesh,ARUKU,GODDETI. MADHAVI,YSRCP,Ceiling Fan,0,ST,Graduate Professional,141179,0,1.0,26.0,557561.0,4629.0,562190.0,38.73384511,52.13983965,1451418.0,FEMALE
139,Andhra Pradesh,ARUKU,KISHORE CHANDRA DEO,TDP,Bicycle,0,ST,Post Graduate,65729020,0,0.0,72.0,336163.0,1938.0,338101.0,23.2945299,31.35689344,1451418.0,MALE
141,Andhra Pradesh,ARUKU,GANGULAIAH VAMPURU.,JnP,Glass Tumbler,3,ST,10th Pass,2567059,320000,0.0,49.0,42245.0,549.0,42794.0,2.948426987,3.968893609,1451418.0,MALE
142,Andhra Pradesh,ARUKU,Dr. KOSURI KASI VISWANADHA VEERA VENKATA SATYANARAYANA REDDY,BJP,Lotus,0,ST,Doctorate,11443485,2200000,0.0,54.0,17578.0,289.0,17867.0,1.23100306,1.657059917,1451418.0,MALE
143,Andhra Pradesh,ARUKU,SHRUTI DEVI VYRICHERLA,INC,Hand,0,ST,Graduate Professional,23592023,0,0.0,46.0,17656.0,74.0,17730.0,1.221564015,1.644353967,1451418.0,FEMALE
144,Andhra Pradesh,ARUKU,KANGALA BALUDORA,IND,Cup & Saucer,0,ST,Illiterate,340500,0,0.0,61.0,13810.0,16.0,13826.0,0.952585678,1.282280764,1451418.0,MALE
145,Andhra Pradesh,ARUKU,NARAVA SATYAVATHI,IND,Bangles,0,ST,10th Pass,964000,0,0.0,37.0,11231.0,5.0,11236.0,0.774139497,1.042073388,1451418.0,FEMALE
146,Arunachal Pradesh,ARUNACHAL EAST,Tapir Gao,BJP,Lotus,0,ST,Post Graduate,136628259,0,1.0,54.0,148567.0,5316.0,153883.0,45.28794425,52.03689989,339788.0,MALE
